Region,"C05-Age as of Last Birthday","C07-Highest Grade Completed","C11 - Location of Work (Province, Municipality)","C15-Major Industry Group","New Employment Criteria (jul 05, 2005)"
19,13,10018,"    ","  "," "
19,07,02000,"    ","  "," "
19,28,10013,3621,01,1
19,31,10014,3621,01,1
19,11,10011,"    ","  "," "
19,09,10011,"    ","  "," "
19,07,02000,"    ","  "," "
19,05,00000,"    ","  "," "
19,03,"     ","    ","  "," "
19,00,"     ","    ","  "," "
19,32,10018,3621,16,1
19,32,24015,3621,01,1
19,05,00000,"    ","  "," "
19,03,"     ","    ","  "," "
19,01,"     ","    ","  "," "
19,39,24012,3621,01,1
19,35,10018,3621,01,1
19,16,24012,3621,01,1
19,13,10015,"    ","  "," "
19,11,10014,"    ","  "," "
19,09,10012,"    ","  "," "
19,07,02000,"    ","  "," "
19,05,00000,"    ","  "," "
19,03,"     ","    ","  "," "
19,00,"     ","    ","  "," "
19,48,24012,3621,01,1
19,54,24013,3621,01,1
19,27,24013,3621,01,1
19,20,24013,3621,49,1
19,48,24012,3621,01,1
19,48,24015,3621,01,1
19,14,24011,"    ","  "," "
19,12,10018,"    ","  "," "
19,10,10013,"    ","  "," "
19,07,02000,"    ","  "," "
19,37,60111,3514,85,1
19,11,10015,"    ","  "," "
19,08,10011,"    ","  "," "
19,36,24015,"    ","  "," "
19,25,24015,3621,01,1
19,26,24015,3621,47,1
19,46,10013,3621,01,1
19,47,10014,3621,01,1
19,20,34011,3621,01,1
19,18,24013,3621,01,1
19,16,24012,3621,01,1
19,13,10013,"    ","  "," "
19,11,10012,"    ","  "," "
19,09,10011,"    ","  "," "
19,03,"     ","    ","  "," "
19,74,60111,"    ","  ",3
19,54,60111,3621,47,1
19,35,60913,"    ","  "," "
19,18,24015,"    ","  ",3
19,38,10018,3621,01,1
19,38,10018,3621,01,1
19,08,10013,"    ","  "," "
19,06,02000,"    ","  "," "
19,26,24015,3621,49,1
19,26,60111,3621,85,1
19,57,10013,3621,01,1
19,56,10015,3621,01,1
19,22,24015,3621,01,1
19,38,10014,3631,01,1
19,40,24012,"    ","  ",3
19,14,24011,"    ","  "," "
19,10,10013,"    ","  "," "
19,33,10014,3631,49,1
19,32,24012,"    ","  ",2
19,11,10013,"    ","  "," "
19,09,10012,"    ","  "," "
19,07,02000,"    ","  "," "
19,45,24015,3631,49,1
19,40,24015,3631,56,1
19,40,24015,3631,47,1
19,45,24013,3631,01,1
19,35,24015,3631,49,1
19,32,24015,3631,56,1
19,13,10018,"    ","  "," "
19,39,10018,3631,01,1
19,36,60001,3631,56,1
19,42,10015,3631,01,1
19,14,24011,"    ","  "," "
19,80,00000,3631,01,1
19,36,10013,3631,01,1
19,05,00000,"    ","  "," "
19,90,00000,"    ","  ",3
19,75,10018,3631,47,1
19,22,60230,3631,85,1
19,25,60230,3631,85,1
19,31,60002,3631,85,1
19,06,00000,"    ","  "," "
19,38,24011,3631,49,1
19,37,24015,3631,47,1
19,13,10018,"    ","  "," "
19,10,10013,"    ","  "," "
19,34,00000,3631,01,1
19,33,24012,"    ","  ",2
19,13,10011,"    ","  "," "
19,10,10014,"    ","  "," "
19,09,02000,"    ","  "," "
19,08,00000,"    ","  "," "
19,07,00000,"    ","  "," "
19,06,00000,"    ","  "," "
19,00,"     ","    ","  "," "
19,33,24013,3631,01,1
19,32,60002,3631,47,1
19,12,10015,"    ","  "," "
19,58,10018,3631,01,1
19,59,24015,3631,47,1
19,35,10015,3631,49,1
19,30,24012,3631,01,1
19,38,10014,3631,01,1
19,36,10013,"    ","  ",3
19,13,10018,"    ","  "," "
19,44,10012,3631,01,1
19,38,24013,"    ","  ",3
19,08,10012,"    ","  "," "
19,52,24015,6602,49,1
19,41,60111,6602,47,1
19,17,34011,6602,47,1
19,15,24012,6602,47,1
19,26,24015,6602,49,1
19,28,60111,6602,85,1
19,49,60413,6602,47,1
19,49,60002,"    ","  "," "
19,15,24013,6602,47,1
19,40,60612,6602,47,1
19,37,60003,6602,47,1
19,14,24012,"    ","  "," "
19,12,10015,"    ","  "," "
19,08,10012,"    ","  "," "
19,04,"     ","    ","  "," "
19,01,"     ","    ","  "," "
19,42,00000,6602,49,1
19,54,10012,6602,47,1
19,15,24012,6602,47,1
19,42,60612,6602,47,1
19,40,60916,6602,47,1
19,31,60002,6602,49,1
19,31,60413,6602,47,1
19,09,10013,"    ","  "," "
19,34,60612,6602,47,1
19,13,10018,"    ","  "," "
19,11,10015,"    ","  "," "
19,09,10013,"    ","  "," "
19,74,10013,6602,47,1
19,74,00000,"    ","  ",3
19,33,60913,6602,86,1
19,34,60413,6602,47,1
19,26,24015,6602,49,1
19,28,24015,"    ","  ",3
19,51,00000,6602,47,1
19,52,10012,6602,47,1
19,19,34011,6602,47,1
19,17,24013,6602,47,1
19,36,60314,6609,03,1
19,48,60111,6609,85,1
19,13,10018,"    ","  "," "
19,11,10014,"    ","  "," "
19,03,"     ","    ","  "," "
19,42,24015,6602,47,1
19,52,10014,"    ","  ",3
19,48,60002,6602,47,1
19,45,60488,6602,47,1
19,31,24013,"    ","  ",3
19,20,60001,"    ","  ",3
19,54,10015,6602,96,1
19,33,10012,"    ","  ",3
19,28,60003,6611,84,1
19,23,10018,7332,10,1
19,21,34013,"    ","  ",3
19,11,10006,"    ","  "," "
19,59,10015,6602,49,1
19,56,24011,6602,47,1
19,26,10018,6602,49,1
19,20,60002,6602,47,1
19,16,24012,6602,47,1
19,51,10018,6602,47,1
19,49,10014,"    ","  ",3
19,06,02000,"    ","  "," "
19,60,10013,6602,41,1
19,57,10015,6602,96,1
19,47,24012,6602,96,1
19,15,24011,6602,56,1
19,13,10018,"    ","  "," "
19,12,10015,"    ","  "," "
19,71,10011,6602,47,1
19,17,24013,6602,45,1
19,15,24012,6602,96,1
19,55,10013,6602,50,1
19,46,10015,6602,56,1
19,20,34011,6602,45,1
19,17,24012,6602,56,1
19,16,24012,6602,56,1
19,08,10011,"    ","  "," "
19,35,10015,"    ","  ",3
19,51,10015,6602,49,1
19,50,00000,6602,47,1
19,18,34011,6602,47,1
19,45,60111,6602,47,1
19,24,60488,6602,47,1
19,19,34011,6602,47,1
19,15,24011,6602,47,1
19,18,24015,6602,56,1
19,19,34013,"    ","  ",3
19,16,24015,"    ","  ",3
19,12,10018,"    ","  "," "
19,57,00000,6611,03,1
19,23,10013,6611,01,1
19,20,10013,6611,03,1
19,80,00000,"    ","  ",3
19,51,00000,6611,03,1
19,42,10015,"    ","  "," "
19,20,24015,6611,01,1
19,15,24012,6611,01,1
19,12,10014,"    ","  "," "
19,36,10012,6611,03,1
19,31,10018,"    ","  ",3
19,05,00000,"    ","  "," "
19,04,"     ","    ","  "," "
19,29,10015,6611,03,1
19,26,10013,6611,01,1
19,22,34011,6611,01,1
19,55,10014,6611,41,1
19,56,10018,"    ","  ",3
19,27,60413,6611,84,1
19,31,10015,6611,02,1
19,32,60002,"    ","  ",3
19,01,"     ","    ","  "," "
19,09,10012,"    ","  "," "
19,08,10011,"    ","  "," "
19,62,10011,6611,01,1
19,61,00000,6611,01,1
19,26,60913,3411,86,1
19,19,10018,6602,47,1
19,15,24012,6611,47,1
19,10,10014,"    ","  "," "
19,54,10012,6611,01,1
19,53,00000,"    ","  ",3
19,50,10018,6611,49,1
19,49,10013,6611,01,1
19,18,34011,6611,01,1
19,15,24011,6611,01,1
19,57,10015,"    ","  ",3
19,44,10012,6611,56,1
19,28,24011,6602,52,1
19,19,34013,6611,56,1
19,13,24011,"    ","  "," "
19,68,10011,6611,01,1
19,66,00000,6611,01,1
19,85,00000,"    ","  ",3
19,46,10015,6611,01,1
19,62,24015,6611,84,1
19,58,60222,6602,56,1
19,28,60916,6611,56,1
19,36,60488,6611,84,1
19,38,60111,6611,47,1
19,09,10013,"    ","  "," "
19,08,10012,"    ","  "," "
19,06,02000,"    ","  "," "
19,43,24013,6602,01,1
19,42,60488,"    ","  ",3
19,19,34013,6611,01,1
19,56,10015,6611,47,1
19,33,60222,6611,47,1
19,20,60001,6611,47,1
19,29,60003,6611,80,1
19,33,60111,"    ","  ",3
19,02,"     ","    ","  "," "
19,00,"     ","    ","  "," "
19,47,10011,6611,01,1
19,45,24015,6611,01,1
19,21,60003,6611,16,1
19,18,34011,6611,01,1
19,15,24012,6611,01,1
19,35,10011,6611,45,1
19,37,10015,"    ","  ",3
19,15,24012,6611,96,1
19,05,00000,"    ","  "," "
19,70,00000,6612,47,1
19,21,00000,6612,03,1
19,18,10013,6612,03,1
19,53,24011,6612,03,1
19,44,24015,6612,03,1
19,22,10011,6612,47,1
19,20,24015,"    ","  ",3
19,11,10014,"    ","  "," "
19,04,"     ","    ","  "," "
19,43,10018,6612,03,1
19,42,10011,6612,03,1
19,18,10014,6612,03,1
19,16,24011,6612,03,1
19,15,10018,6612,47,1
19,07,10011,"    ","  "," "
19,03,"     ","    ","  "," "
19,02,"     ","    ","  "," "
19,65,00000,6602,94,1
19,60,00000,"    ","  ",3
19,30,10011,6602,47,1
19,46,10011,6612,03,1
19,45,00000,6612,56,1
19,27,00000,6612,03,1
19,25,10013,6612,47,1
19,16,24012,6612,56,1
19,15,10014,6612,56,1
19,06,00000,"    ","  "," "
19,59,10011,6612,03,1
19,64,10011,6612,47,1
19,25,00000,6612,03,1
19,20,10011,"    ","  "," "
19,06,00000,"    ","  "," "
19,42,00000,6612,03,1
19,39,10011,6612,47,1
19,17,24011,6612,56,1
19,15,10018,6612,03,1
19,09,10012,"    ","  "," "
19,50,00000,6612,03,1
19,53,00000,"    ","  ",3
19,56,00000,6612,50,1
19,53,00000,"    ","  ",3
19,22,10015,6612,47,1
19,20,10012,6612,47,1
19,58,10011,6612,03,1
19,44,10011,6612,47,1
19,04,"     ","    ","  "," "
19,44,00000,6612,03,1
19,44,00000,6612,96,1
19,80,00000,"    ","  ",3
19,42,00000,6612,56,1
19,51,00000,6612,03,1
19,47,00000,6612,56,1
19,20,10012,6612,03,1
19,17,10014,6612,56,1
19,12,10014,"    ","  "," "
19,06,00000,"    ","  "," "
19,32,00000,6612,03,1
19,02,"     ","    ","  "," "
19,34,10011,6612,03,1
19,50,00000,6612,47,1
19,13,10014,"    ","  "," "
19,49,10015,6612,50,1
19,49,10012,6612,56,1
19,08,10011,"    ","  "," "
19,52,10011,6612,03,1
19,51,00000,"    ","  ",3
19,24,10018,6612,47,1
19,22,00000,6612,50,1
19,31,10012,6612,03,1
19,75,00000,6612,47,1
19,25,00000,6612,03,1
19,24,00000,"    ","  ",3
19,02,"     ","    ","  "," "
19,00,"     ","    ","  "," "
19,38,10011,6612,03,1
19,38,10011,6612,47,1
19,07,10011,"    ","  "," "
19,05,00000,"    ","  "," "
19,00,"     ","    ","  "," "
19,43,10011,6612,41,1
19,37,10014,"    ","  ",3
19,03,"     ","    ","  "," "
19,26,00000,6612,96,1
19,19,00000,6612,47,1
19,35,10012,6612,47,1
19,30,10011,6612,03,1
19,28,10013,6612,03,1
19,54,60003,6617,01,1
19,46,24011,6617,01,1
19,25,24015,6617,01,1
19,24,10015,6602,96,1
19,17,24015,6617,01,1
19,13,10018,"    ","  "," "
19,11,10014,"    ","  "," "
19,54,10018,6617,01,1
19,43,24011,6617,01,1
19,19,24015,6617,01,1
19,18,34013,6617,01,1
19,15,24012,6617,01,1
19,10,10013,"    ","  "," "
19,73,00000,6617,03,1
19,72,00000,6617,01,1
19,37,00000,6617,01,1
19,32,00000,6617,01,1
19,28,60002,6617,01,1
19,25,60002,6617,01,1
19,22,24013,6617,01,1
19,21,24012,6617,03,1
19,20,00000,6617,01,1
19,19,35011,6617,01,1
19,18,35011,6617,01,1
19,14,24011,"    ","  "," "
19,45,60003,6617,01,1
19,43,60001,6617,01,1
19,18,24015,6617,01,1
19,16,24013,6617,01,1
19,15,24012,6617,01,1
19,42,10011,6617,03,1
19,72,00000,6617,01,1
19,70,10012,6602,47,1
19,48,60413,6602,47,1
19,31,60003,6602,47,1
19,48,10014,6617,01,1
19,45,10015,6617,01,1
19,27,10015,6617,03,1
19,25,10013,6617,01,1
19,22,60001,6617,01,1
19,20,24015,6617,01,1
19,43,60002,6617,47,1
19,48,60111,6617,85,1
19,16,24013,6617,47,1
19,15,24012,6617,47,1
19,13,24011,"    ","  "," "
19,10,10013,"    ","  "," "
19,06,02000,"    ","  "," "
19,25,10015,6617,03,1
19,23,24012,6617,96,1
19,05,01000,"    ","  "," "
19,01,"     ","    ","  "," "
19,22,24012,6617,03,1
19,24,24015,"    ","  ",3
19,04,"     ","    ","  "," "
19,00,"     ","    ","  "," "
19,48,10014,6617,01,1
19,30,10011,6617,41,1
19,33,10015,6617,47,1
19,14,24011,"    ","  "," "
19,58,10018,6617,01,1
19,52,10013,6617,01,1
19,29,10013,6617,01,1
19,25,10018,6617,01,1
19,16,24013,6617,01,1
19,12,10015,"    ","  "," "
19,30,10018,6617,03,1
19,24,60001,6617,84,1
19,03,"     ","    ","  "," "
19,34,60002,6617,47,1
19,28,24012,6617,47,1
19,04,"     ","    ","  "," "
19,78,10011,6617,01,1
19,15,24012,6617,01,1
19,47,24015,6617,01,1
19,49,00000,6617,01,1
19,26,60314,6612,80,1
19,16,24013,6617,01,1
19,15,24012,6617,01,1
19,48,00000,6617,47,1
19,50,60413,6617,01,1
19,16,24013,6617,47,1
19,15,24012,6617,01,1
19,63,24012,6617,10,1
19,33,10011,6617,10,1
19,11,10014,"    ","  "," "
19,05,01000,"    ","  "," "
19,03,"     ","    ","  "," "
19,01,"     ","    ","  "," "
19,44,00000,6617,10,1
19,70,00000,6617,01,1
19,40,24011,6617,03,1
19,38,10018,6617,96,1
19,18,10015,6617,03,1
19,16,10015,6617,96,1
19,14,10014,"    ","  "," "
19,09,10011,"    ","  "," "
19,34,24015,6617,96,1
19,28,60001,6617,47,1
19,02,"     ","    ","  "," "
19,00,"     ","    ","  "," "
19,34,24011,6617,03,1
19,21,10018,"    ","  ",3
19,02,"     ","    ","  "," "
19,00,"     ","    ","  "," "
19,35,10018,6617,01,1
19,30,10013,6617,01,1
19,06,02000,"    ","  "," "
19,04,"     ","    ","  "," "
19,01,"     ","    ","  "," "
19,27,24015,6617,01,1
19,22,60002,6617,01,1
19,00,"     ","    ","  "," "
19,78,00000,"    ","  ",3
19,38,10018,6617,01,1
19,40,24015,6617,03,1
19,13,10018,"    ","  "," "
19,11,10014,"    ","  "," "
19,39,10014,6617,01,1
19,32,10018,6617,01,1
19,09,10012,"    ","  "," "
19,03,"     ","    ","  "," "
19,42,60111,6617,85,1
19,39,10018,6617,01,1
19,34,10018,6617,01,1
19,12,10015,"    ","  "," "
19,10,10014,"    ","  "," "
19,32,24015,6617,03,1
19,31,60913,6617,84,1
19,00,"     ","    ","  "," "
19,41,24013,6617,03,1
19,42,10018,6617,01,1
19,17,10018,6617,03,1
19,16,24011,6617,01,1
19,15,10015,6617,01,1
19,08,10011,"    ","  "," "
19,24,10018,6617,01,1
19,18,10018,6617,01,1
19,01,"     ","    ","  "," "
19,25,24015,6617,52,1
19,19,35013,"    ","  ",3
19,79,00000,"    ","  ",3
19,43,24015,6617,01,1
19,44,10015,6617,01,1
19,28,10018,6617,01,1
19,24,24015,6617,01,1
19,20,10018,6617,01,1
19,38,10018,6617,03,1
19,39,24013,6617,47,1
19,12,10015,"    ","  "," "
19,08,10012,"    ","  "," "
19,06,02000,"    ","  "," "
19,50,00000,6617,47,1
19,47,24015,6617,41,1
19,41,24015,6617,47,1
19,17,24013,6617,47,1
19,15,24012,6617,47,1
19,06,02000,"    ","  "," "
19,05,00000,"    ","  "," "
19,52,10011,6617,47,1
19,65,00000,"    ","  ",3
19,70,00000,6619,03,1
19,52,10013,6619,03,1
19,52,10018,6619,47,1
19,18,24015,6619,47,1
19,17,24012,6619,47,1
19,15,10015,6619,47,1
19,08,10011,"    ","  "," "
19,33,00000,6619,03,1
19,60,00000,"    ","  ",3
19,16,00000,6619,03,1
19,37,00000,6619,03,1
19,35,00000,6619,03,1
19,16,00000,6619,03,1
19,15,00000,6619,03,1
19,10,00000,"    ","  "," "
19,06,00000,"    ","  "," "
19,40,00000,6619,03,1
19,38,00000,6619,96,1
19,18,00000,6619,03,1
19,17,00000,6619,96,1
19,16,00000,6619,03,1
19,15,00000,6619,03,1
19,12,00000,"    ","  "," "
19,10,00000,"    ","  "," "
19,74,10011,6619,03,1
19,60,00000,"    ","  ",3
19,35,00000,6619,96,1
19,30,10011,6619,03,1
19,28,00000,6619,03,1
19,27,00000,6619,03,1
19,22,00000,6619,41,1
19,58,10013,6619,01,1
19,23,10018,6619,01,1
19,50,00000,6619,03,1
19,39,00000,6619,96,1
19,16,00000,6619,03,1
19,36,10015,6619,03,1
19,38,24015,6604,47,1
19,15,24012,6619,03,1
19,10,10013,"    ","  "," "
19,49,24011,6619,01,1
19,47,24015,6619,01,1
19,24,24015,6619,01,1
19,22,35013,6602,47,1
19,45,24015,7002,41,1
19,42,10018,"    ","  ",3
19,18,24015,7002,41,1
19,15,10018,"    ","  ",3
19,41,60002,7002,14,1
19,39,24015,7002,14,1
19,12,10015,"    ","  "," "
19,44,60003,7002,16,1
19,41,60001,7002,47,1
19,16,24013,"    ","  ",3
19,12,10015,"    ","  "," "
19,42,24015,7002,16,1
19,42,24015,7002,56,1
19,17,24015,"    ","  ",3
19,15,24012,"    ","  ",3
19,11,10014,"    ","  "," "
19,43,24015,7002,41,1
19,40,24015,7002,14,1
19,16,24013,"    ","  ",3
19,14,24011,"    ","  "," "
19,10,10013,"    ","  "," "
19,43,24015,7002,41,1
19,41,24015,7002,56,1
19,16,24013,"    ","  ",3
19,12,10015,"    ","  "," "
19,35,24015,7002,16,1
19,29,24015,"    ","  ",3
19,40,60001,7002,41,1
19,38,24015,"    ","  ",3
19,13,10018,"    ","  "," "
19,10,10013,"    ","  "," "
19,46,10018,7002,03,1
19,44,10018,7002,14,1
19,19,24015,7002,41,1
19,15,24012,"    ","  ",3
19,71,00000,"    ","  ",3
19,38,10018,7002,03,1
19,37,24015,"    ","  ",3
19,12,10015,"    ","  "," "
19,10,10013,"    ","  "," "
19,07,10011,"    ","  "," "
19,05,02000,"    ","  "," "
19,35,24015,7002,16,1
19,46,24012,7002,16,1
19,45,10018,7002,14,1
19,20,34023,7002,56,1
19,18,34011,"    ","  ",3
19,15,24012,"    ","  ",3
19,41,24015,7002,41,1
19,42,24015,7002,01,1
19,40,24015,7002,56,1
19,15,24012,"    ","  ",3
19,11,10014,"    ","  "," "
19,41,24015,7002,16,1
19,43,24015,7002,14,1
19,18,34011,"    ","  ",3
19,16,24013,"    ","  ",3
19,14,24011,"    ","  "," "
19,43,60811,7002,41,1
19,27,24015,7002,56,1
19,35,24015,7002,43,1
19,33,24015,"    ","  ",3
19,08,10012,"    ","  "," "
19,05,02000,"    ","  "," "
19,45,60001,7002,43,1
19,41,24015,7002,56,1
19,15,24012,"    ","  ",3
19,11,10014,"    ","  "," "
19,35,24015,7002,41,1
19,42,24015,7002,16,1
19,42,24013,7002,14,1
19,16,24013,"    ","  ",3
19,39,24015,7002,41,1
19,37,24015,7002,56,1
19,43,24015,7004,03,1
19,43,10018,7004,03,1
19,18,34011,"    ","  ",3
19,15,24012,"    ","  ",3
19,46,10015,7004,03,1
19,42,00000,7004,01,1
19,25,10018,7004,03,1
19,43,60001,7004,03,1
19,40,24015,7004,03,1
19,13,10018,"    ","  "," "
19,10,10013,"    ","  "," "
19,69,10012,"    ","  ",3
19,44,24012,7004,03,1
19,17,24015,"    ","  ",3
19,13,10018,"    ","  "," "
19,32,24015,7004,03,1
19,30,24015,7004,14,1
19,40,24015,7004,03,1
19,40,24015,7004,03,1
19,14,24011,"    ","  "," "
19,12,10015,"    ","  "," "
19,09,10012,"    ","  "," "
19,65,10013,"    ","  ",3
19,54,60003,7004,14,1
19,36,24015,7004,03,1
19,34,24015,"    ","  "," "
19,55,24015,7004,03,1
19,53,24015,7004,03,1
19,26,24015,"    ","  "," "
19,22,24015,7004,03,1
19,40,24015,7004,03,1
19,38,24015,7004,03,1
19,44,24012,7004,03,1
19,41,24015,7004,03,1
19,16,24013,"    ","  ",3
19,13,10018,"    ","  "," "
19,69,10015,"    ","  ",3
19,40,24011,7004,03,1
19,38,10018,7004,03,1
19,12,10015,"    ","  "," "
19,10,10013,"    ","  "," "
19,07,10011,"    ","  "," "
19,44,24015,7004,03,1
19,43,10018,7004,03,1
19,17,24015,"    ","  ",3
19,14,24011,"    ","  "," "
19,35,10018,7004,03,1
19,32,10018,7004,01,1
19,07,10011,"    ","  "," "
19,47,24015,7004,03,1
19,45,24015,7004,03,1
19,20,34033,"    ","  "," "
19,18,34011,"    ","  ",3
19,16,24013,"    ","  ",3
19,25,24015,7004,03,1
19,35,24015,7004,03,1
19,32,24015,"    ","  ",3
19,07,10011,"    ","  "," "
19,34,24015,7004,03,1
19,34,24012,"    ","  ",3
19,08,10012,"    ","  "," "
19,05,02000,"    ","  "," "
19,48,10018,7004,03,1
19,23,24015,"    ","  "," "
19,20,24015,7004,03,1
19,18,34011,"    ","  ",3
19,15,24012,"    ","  ",3
19,45,24015,7004,03,1
19,42,24015,7004,03,1
19,17,24015,"    ","  ",3
19,15,24012,"    ","  ",3
19,40,24012,7004,14,1
19,13,10018,"    ","  "," "
19,10,10013,"    ","  "," "
19,25,24015,7004,03,1
19,43,24011,7004,03,1
19,41,10018,7004,14,1
19,14,24011,"    ","  "," "
19,30,24015,7004,03,1
19,50,10014,7004,03,1
19,48,10018,7004,03,1
19,23,24015,"    ","  "," "
19,19,34023,"    ","  ",3
19,45,24015,7004,03,1
19,43,24012,7004,03,1
19,41,10013,7005,03,1
19,39,10012,7005,03,1
19,19,24015,"    ","  ",3
19,15,24013,"    ","  ",3
19,13,24011,"    ","  "," "
19,40,10014,7005,03,1
19,16,24013,"    ","  ",3
19,13,10018,"    ","  "," "
19,11,10015,"    ","  "," "
19,09,10012,"    ","  "," "
19,38,24015,7005,03,1
19,45,10018,7005,03,1
19,44,10018,7005,03,1
19,16,24013,"    ","  ",3
19,15,24012,"    ","  ",3
19,14,24011,"    ","  "," "
19,10,10013,"    ","  "," "
19,35,10018,7005,03,1
19,35,10018,7005,03,1
19,33,10014,7005,03,1
19,10,10013,"    ","  "," "
19,07,10011,"    ","  "," "
19,05,02000,"    ","  "," "
19,39,24015,7005,03,1
19,36,10018,7005,03,1
19,09,10012,"    ","  "," "
19,07,10011,"    ","  "," "
19,05,00000,"    ","  "," "
19,40,10018,7005,03,1
19,17,24015,7005,03,1
19,15,24012,"    ","  ",3
19,12,10015,"    ","  "," "
19,35,10018,7005,03,1
19,34,10018,"    ","  ",3
19,09,10012,"    ","  "," "
19,33,10018,7005,03,1
19,30,10018,"    ","  ",3
19,05,00000,"    ","  "," "
19,03,"     ","    ","  "," "
19,42,10018,7005,03,1
19,40,10018,7005,03,1
19,18,34011,"    ","  ",3
19,16,24013,"    ","  ",3
19,36,24015,7005,03,1
19,10,10013,"    ","  "," "
19,07,10011,"    ","  "," "
19,45,10018,7005,03,1
19,45,10013,7005,03,1
19,22,24015,"    ","  "," "
19,18,34011,"    ","  ",3
19,16,24013,"    ","  ",3
19,35,00000,7005,03,1
19,30,10011,7005,14,1
19,45,24015,7005,03,1
19,44,10018,7005,03,1
19,19,34023,7005,03,1
19,17,34011,"    ","  ",3
19,13,24011,"    ","  "," "
19,35,10014,7005,03,1
19,33,10012,7005,03,1
19,08,10012,"    ","  "," "
19,06,02000,"    ","  "," "
19,34,10018,7005,03,1
19,33,10018,7005,03,1
19,09,10012,"    ","  "," "
19,07,10011,"    ","  "," "
19,05,00000,"    ","  "," "
19,45,10018,7005,03,1
19,40,10018,7005,03,1
19,15,24012,"    ","  ",3
19,13,24011,"    ","  "," "
19,36,24015,7005,03,1
19,34,24015,"    ","  ",3
19,09,10012,"    ","  "," "
19,45,10013,7005,03,1
19,42,10013,7005,03,1
19,17,24015,"    ","  ",3
19,15,24012,"    ","  ",3
19,13,24011,"    ","  "," "
19,42,24015,"    ","  "," "
19,40,10018,7005,03,1
19,40,10018,7005,03,1
19,16,24013,"    ","  ",3
19,13,10018,"    ","  "," "
19,12,10015,"    ","  "," "
19,37,60002,7005,03,1
19,12,10015,"    ","  "," "
19,09,10012,"    ","  "," "
19,06,02000,"    ","  "," "
19,32,10018,"    ","  "," "
19,43,10018,7005,03,1
19,41,10018,7005,14,1
19,15,24012,"    ","  ",3
19,13,24011,"    ","  "," "
19,10,10014,"    ","  "," "
19,50,10018,7005,03,1
19,48,10018,7005,03,1
19,23,24015,7005,03,1
19,21,60001,"    ","  ",3
19,19,34023,7005,03,1
19,17,34011,"    ","  ",3
19,35,24015,7005,03,1
19,31,10018,"    ","  ",3
19,05,00000,"    ","  "," "
19,45,10013,7005,03,1
19,41,10012,7005,03,1
19,15,24012,"    ","  ",3
19,30,24015,7005,03,1
19,44,24015,7005,03,1
19,43,10018,7005,03,1
19,22,24015,"    ","  "," "
19,20,24015,7005,03,1
19,17,24015,"    ","  ",3
19,15,24012,"    ","  ",3
19,12,10015,"    ","  "," "
19,45,10018,7005,03,1
19,41,10014,7005,03,1
19,17,24015,"    ","  ",3
19,15,24012,"    ","  ",3
19,13,10018,"    ","  "," "
19,37,10013,7006,03,1
19,33,10018,"    ","  ",3
19,07,10011,"    ","  "," "
19,04,"     ","    ","  "," "
19,01,"     ","    ","  "," "
19,51,00000,"    ","  "," "
19,39,24015,7006,03,1
19,38,10018,"    ","  ",3
19,03,"     ","    ","  "," "
19,48,10013,"    ","  "," "
19,42,24015,7006,03,1
19,39,10015,"    ","  ",3
19,15,24011,"    ","  ",3
19,12,10015,"    ","  "," "
19,08,10012,"    ","  "," "
19,05,00000,"    ","  "," "
19,38,24015,"    ","  "," "
19,59,60002,7006,01,1
19,57,24015,"    ","  ",3
19,30,60222,"    ","  "," "
19,27,60111,7006,47,1
19,24,60002,"    ","  ",3
19,19,34011,"    ","  ",3
19,63,10011,"    ","  "," "
19,68,24012,7006,01,1
19,20,60001,"    ","  ",3
19,36,10018,"    ","  "," "
19,34,00000,"    ","  ",3
19,36,00000,7006,47,1
19,33,24015,"    ","  ",3
19,03,"     ","    ","  "," "
19,20,34011,"    ","  ",3
19,43,10018,"    ","  "," "
19,63,00000,7006,01,1
19,32,24015,"    ","  ",3
19,25,60111,"    ","  ",3
19,23,60003,"    ","  ",3
19,19,34011,"    ","  ",3
19,59,00000,"    ","  "," "
19,37,24015,7006,03,1
